"id","E_mean_before","E_mean_after","N_mean_before","N_mean_after","Ecent_mean_before","Ecent_mean_after","Ncent_mean_before","Ncent_mean_after","Ecent_var","Ncent_var","centroid.diff"
"19087F",758232.149457669,757490.973026432,4555513.50890067,4554775.6936295,403.599959658794,-337.576471578547,383.724556595221,-354.090714571252,19016.8419069252,7763.5961344895,1045.80776273068
